citing,cited
2021.wnut-1.42,W18-6317
2021.wnut-1.42,2020.acl-main.740
2021.wnut-1.42,D19-1252
2021.wnut-1.42,P19-1493
2021.wnut-1.42,S17-2088
2021.wnut-1.42,P19-1453
2021.emnlp-main.774,N18-2123
2021.emnlp-main.774,P18-1033
2021.emnlp-main.774,2020.emnlp-main.731
2021.emnlp-main.774,P19-1644
2021.emnlp-main.774,D19-1514
2021.emnlp-main.774,N18-1101
2021.emnlp-main.774,2021.naacl-main.225
2021.emnlp-main.646,P19-1595
2021.emnlp-main.646,P18-1198
2021.emnlp-main.646,N19-1423
2021.emnlp-main.646,2020.acl-main.89
2021.emnlp-main.646,D17-1206
2021.emnlp-main.646,D19-1275
2021.emnlp-main.646,D19-1170
2021.emnlp-main.646,N16-1136
2021.emnlp-main.646,D16-1011
2021.emnlp-main.646,N19-1112
2021.emnlp-main.646,P19-1441
2021.emnlp-main.646,D19-1387
2021.emnlp-main.646,K16-1028
2021.emnlp-main.646,P19-1225
2021.emnlp-main.646,D19-1244
2021.emnlp-main.646,2020.acl-demos.14
2021.emnlp-main.646,2020.emnlp-main.575
2021.emnlp-main.646,2020.emnlp-main.248
2021.emnlp-main.646,P16-2038
2021.emnlp-main.646,D18-1412
2021.emnlp-main.646,2020.findings-emnlp.125
2021.emnlp-main.646,P19-1452
2021.emnlp-main.646,K19-1065
2021.emnlp-main.646,D19-1002
2021.emnlp-main.646,2020.emnlp-main.296
N18-1074,P17-1171
2021.emnlp-main.843,2020.acl-main.676
2021.emnlp-main.843,2021.acl-long.258
2021.emnlp-main.843,P18-1033
2021.emnlp-main.843,2020.emnlp-main.447
2021.emnlp-main.843,P16-1002
2021.emnlp-main.843,2020.emnlp-main.731
2021.emnlp-main.843,2020.acl-main.703
2021.emnlp-main.843,D19-1438
2021.emnlp-main.843,2020.findings-emnlp.225
2021.emnlp-main.843,2020.acl-srw.42
2021.emnlp-main.843,2020.spnlp-1.3
2021.emnlp-main.843,P15-1129
2021.emnlp-main.843,2020.emnlp-main.31
2021.emnlp-main.843,2020.acl-main.745
2021.emnlp-main.843,2020.emnlp-main.558
2020.findings-emnlp.69,P15-1034
2020.findings-emnlp.69,D15-1075
2020.findings-emnlp.69,P18-2065
2020.findings-emnlp.69,N19-1423
2020.findings-emnlp.69,D15-1076
2020.findings-emnlp.69,P19-1523
2020.findings-emnlp.69,D16-1261
2020.findings-emnlp.69,W16-1307
2020.findings-emnlp.69,P18-1046
2020.findings-emnlp.69,P18-1199
2020.findings-emnlp.69,D16-1252
2020.findings-emnlp.69,N18-1081
2020.findings-emnlp.69,D18-1236
2020.findings-emnlp.69,D18-1397
2020.emnlp-main.713,N19-1423
2020.emnlp-main.713,P16-1004
2020.emnlp-main.713,D18-1091
2020.emnlp-main.713,P19-1262
2020.emnlp-main.713,P19-1484
2020.emnlp-main.713,P19-1416
2020.emnlp-main.713,P19-1613
2020.emnlp-main.713,D17-1061
2020.emnlp-main.713,D18-1051
2020.emnlp-main.713,P16-1009
2020.emnlp-main.713,N18-1059
2020.emnlp-main.713,D19-6601
2020.emnlp-main.713,D17-1319
2020.emnlp-main.713,D18-1259
2020.emnlp-main.713,P15-1025
2021.spnlp-1.2,N19-1423
2021.spnlp-1.2,P16-1004
2021.spnlp-1.2,W18-2501
2021.spnlp-1.2,P19-1444
2021.spnlp-1.2,2020.acl-main.398
2021.spnlp-1.2,2020.findings-emnlp.438
2021.spnlp-1.2,P17-1105
2021.spnlp-1.2,D16-1264
2021.spnlp-1.2,N18-2074
2021.spnlp-1.2,P17-1041
2021.spnlp-1.2,2020.acl-main.745
2021.spnlp-1.2,D18-1425
2021.acl-long.202,S17-2001
2021.acl-long.202,N19-1423
2021.acl-long.202,D18-1045
2021.acl-long.202,2020.acl-main.703
2021.acl-long.202,D16-1264
2021.acl-long.202,D15-1044
2021.acl-long.202,P16-1162
2021.acl-long.202,P18-1238
2021.acl-long.202,N18-1037
2021.acl-long.74,2020.emnlp-main.219
2021.acl-long.74,N19-1423
2021.acl-long.74,P16-1004
2021.acl-long.74,W18-2501
2021.acl-long.74,P16-1154
2021.acl-long.74,D18-1239
2021.acl-long.74,P17-1097
2021.acl-long.74,D19-1394
2021.acl-long.74,2020.acl-main.398
2021.acl-long.74,P18-1249
2021.acl-long.74,2020.acl-main.703
2021.acl-long.74,W18-5413
2021.acl-long.74,D19-1284
2021.acl-long.74,D19-1163
2021.acl-long.74,2020.iwpt-1.12
2021.acl-long.74,P17-1076
2021.acl-long.74,2020.acl-main.677
2021.acl-long.74,P15-1129
2021.acl-long.74,P17-1041
2021.acl-long.219,P15-1033
2021.acl-long.219,D17-1296
2021.acl-long.219,D16-1137
W17-4214,N16-1138
2020.findings-emnlp.225,N19-1423
2020.findings-emnlp.225,P16-1004
2020.findings-emnlp.225,P19-1444
2020.findings-emnlp.225,P18-1110
2020.findings-emnlp.225,W18-5413
2020.findings-emnlp.225,P17-1105
2020.findings-emnlp.225,P17-1041
2021.findings-emnlp.254,2020.acl-main.463
2021.findings-emnlp.254,N19-1423
2021.findings-emnlp.254,2020.acl-main.700
2021.findings-emnlp.254,2021.acl-long.542
2021.findings-emnlp.254,W19-3823
2021.findings-emnlp.254,N19-1063
2021.findings-emnlp.254,2020.emnlp-main.334
2021.findings-emnlp.254,2020.emnlp-demos.6
2021.findings-emnlp.254,D18-1392
2020.acl-main.89,N19-1245
2020.acl-main.89,N19-1423
2020.acl-main.89,N16-1136
2020.acl-main.89,K19-1033
2020.acl-main.89,K19-1019
2020.findings-emnlp.117,W18-6433
2020.findings-emnlp.117,D19-1423
2020.findings-emnlp.117,P19-1459
2020.findings-emnlp.117,P18-1079
2020.findings-emnlp.117,D19-1608
2020.acl-main.495,N16-1181
2020.acl-main.495,N19-1423
2020.acl-main.495,D19-1170
2020.acl-main.495,D19-1455
2020.acl-main.495,D17-1160
2020.acl-main.495,P19-1416
2020.acl-main.495,P17-2034
2020.acl-main.495,P19-1644
2020.acl-main.495,N18-1059
2020.acl-main.495,D19-1514
2020.acl-main.495,D19-1002
2020.acl-main.495,D18-1259
2020.tacl-1.50,P16-1231
2020.tacl-1.50,P17-1080
2020.tacl-1.50,D16-1257
2020.tacl-1.50,P15-1033
2020.tacl-1.50,N16-1024
2020.tacl-1.50,P19-1031
2020.tacl-1.50,N19-1004
2020.tacl-1.50,W18-2501
2020.tacl-1.50,P17-1044
2020.tacl-1.50,P18-1192
2020.tacl-1.50,D19-1275
2020.tacl-1.50,P19-1356
2020.tacl-1.50,D16-1139
2020.tacl-1.50,N19-1114
2020.tacl-1.50,D18-2012
2020.tacl-1.50,E17-1117
2020.tacl-1.50,P18-1132
2020.tacl-1.50,P19-1337
2020.tacl-1.50,D18-1151
2020.tacl-1.50,P19-1334
2020.tacl-1.50,N18-1202
2020.tacl-1.50,P16-1162
2020.tacl-1.50,D16-1159
2020.tacl-1.50,D18-1548
2020.tacl-1.50,P19-1452
2020.tacl-1.50,W18-5446
2020.tacl-1.50,P19-1230
2020.emnlp-main.248,D19-1606
2020.emnlp-main.248,N19-1423
2020.emnlp-main.248,N19-1246
2020.emnlp-main.248,D19-1170
2020.emnlp-main.248,D18-1538
2020.emnlp-main.248,D16-1264
2020.emnlp-main.248,W17-2623
2020.acl-main.421,P17-1042
2020.acl-main.421,P19-1494
2020.acl-main.421,D15-1075
2020.acl-main.421,D19-1572
2020.acl-main.421,P19-1070
2020.acl-main.421,N18-2017
2020.acl-main.421,D19-1252
2020.acl-main.421,D18-1546
2020.acl-main.421,D18-2012
2020.acl-main.421,D18-1151
2020.acl-main.421,N19-1128
2020.acl-main.421,P19-1493
2020.acl-main.421,D16-1264
2020.acl-main.421,N19-1162
2020.acl-main.421,P18-1072
2020.acl-main.421,N18-1101
2020.acl-main.421,D19-1077
2020.acl-main.421,D19-1382
2020.acl-main.421,P17-1179
2020.acl-main.421,N19-1131
D19-1419,P18-2103
D19-1419,N18-1170
D19-1419,N16-1018
D19-1419,D14-1162
D19-1419,N18-1202
D19-1419,P18-1041
2021.eacl-main.316,N19-1423
2021.eacl-main.316,P19-1610
2021.eacl-main.316,D17-1061
2021.eacl-main.316,D19-1250
2021.eacl-main.316,2020.emnlp-demos.6
2021.eacl-main.316,P19-1139
2021.tacl-1.22,N19-1191
2021.tacl-1.22,2020.findings-emnlp.307
2021.tacl-1.22,D16-1124
2021.tacl-1.22,D19-1250
2020.acl-main.658,P19-1310
2020.acl-main.658,P17-1042
2020.acl-main.658,P18-1073
2020.acl-main.658,D18-1399
2020.acl-main.658,P19-1494
2020.acl-main.658,P19-1019
2020.acl-main.658,P18-1231
2020.acl-main.658,D18-1024
2020.acl-main.658,P17-1176
2020.acl-main.658,D18-1269
2020.acl-main.658,D19-1169
2020.acl-main.658,D19-1090
2020.acl-main.658,E14-1049
2020.acl-main.658,P19-1070
2020.acl-main.658,N18-2017
2020.acl-main.658,D19-1632
2020.acl-main.658,N19-1188
2020.acl-main.658,D18-1043
2020.acl-main.658,D19-1607
2020.acl-main.658,D19-1328
2020.acl-main.658,D18-1549
2020.acl-main.658,W15-1521
2020.acl-main.658,W19-5330
2020.acl-main.658,D14-1162
2020.acl-main.658,N18-1202
2020.acl-main.658,P19-1493
2020.acl-main.658,P19-1015
2020.acl-main.658,P18-2062
2020.acl-main.658,D18-1042
2020.acl-main.658,N19-1162
2020.acl-main.658,P18-1072
2020.acl-main.658,W19-5344
2020.acl-main.658,P17-1184
2020.acl-main.658,D19-1449
2020.acl-main.658,P16-1024
2020.acl-main.658,W18-5446
2020.acl-main.658,D19-1077
2020.acl-main.658,D18-1268
2020.acl-main.658,P17-1179
2020.tacl-1.48,P17-1152
2020.tacl-1.48,P19-1388
2020.tacl-1.48,W16-2524
2020.tacl-1.48,P17-1025
2020.tacl-1.48,D15-1003
2020.tacl-1.48,D19-1275
2020.tacl-1.48,2020.acl-main.698
2020.tacl-1.48,D14-1162
2020.tacl-1.48,N18-1202
2020.tacl-1.48,D18-1179
2020.tacl-1.48,D19-1250
2020.tacl-1.48,D19-1285
2020.tacl-1.48,K19-1019
2020.tacl-1.48,P16-1162
2020.tacl-1.48,D19-1534
2020.tacl-1.48,D19-1286
2020.tacl-1.48,P18-2102
2020.tacl-1.48,D18-1259
2020.tacl-1.48,D18-1009
2020.acl-main.87,P17-1132
D19-1296,D14-1159
D19-1296,P16-1072
D19-1296,P16-1135
D19-1296,P16-1200
D19-1296,D16-1014
D19-1296,P16-1123
D19-1296,D17-1004
D19-1296,P16-2034
D19-1394,P17-1152
D19-1394,D16-1197
D19-1394,W17-5545
2021.acl-demo.28,2020.acl-main.9
D19-5815,D18-1233
D19-5815,D18-1453
2020.acl-main.539,P18-1071
2020.acl-main.539,D18-1192
2020.acl-main.539,D19-6601
P18-1048,P17-1038
P18-1048,P16-2011
P18-1048,P16-2060
P18-1048,D14-1198
P18-1048,P16-1098
P18-1048,P17-1001
P18-1048,P16-1201
P18-1048,N16-1034
P18-1048,P14-2012
P18-1048,P15-2060
P18-1048,D16-1085
P18-1048,D16-1038
P18-1048,P17-2046
2021.findings-acl.229,2020.acl-main.747
2021.eacl-main.107,2020.acl-main.431
2021.eacl-main.107,S17-2001
2021.eacl-main.107,D19-1635
2021.eacl-main.107,D19-1530
2021.eacl-main.107,P19-1160
2021.eacl-main.107,2020.coling-main.149
2021.eacl-main.107,W19-3806
2021.eacl-main.107,W19-3823
2021.eacl-main.107,W18-5446
2021.eacl-main.107,N18-1101
2021.eacl-main.133,D19-1354
2021.eacl-main.133,2020.acl-main.238
2020.jeptalnrecital-taln.22,W14-3629
2020.jeptalnrecital-taln.22,W17-1307
2022.acl-long.322,2020.acl-main.421
2022.acl-long.322,2021.naacl-main.280
2022.acl-long.322,2020.acl-main.747
2022.acl-long.322,D18-1269
2022.acl-long.322,2020.acl-main.536
2022.acl-long.322,N19-1423
2022.acl-long.322,D19-1252
2022.acl-long.322,2020.findings-emnlp.150
2022.acl-long.322,2021.acl-long.308
2022.acl-long.322,P14-5010
2022.acl-long.322,P17-1178
2022.acl-long.322,P19-1493
2022.acl-long.322,P16-1162
2022.acl-long.322,D19-1077
2021.findings-acl.104,P15-2030
2021.findings-acl.104,D19-1481
2021.findings-acl.104,2020.emnlp-main.326
2021.findings-acl.104,D19-5001
2021.findings-acl.104,P15-1159
2021.findings-acl.104,D18-1467
2021.fever-1.1,D19-1475
2021.fever-1.1,2020.acl-main.210
2021.fever-1.1,2021.naacl-main.43
2021.fever-1.1,2020.acl-main.398
2021.fever-1.1,2020.acl-main.441
2021.fever-1.1,N18-1074
2021.fever-1.1,W18-5501
2021.fever-1.1,D19-6601
2021.fever-1.1,2021.semeval-1.39
2021.fever-1.1,P17-2067
2022.acl-long.312,N18-1118
2022.acl-long.312,2021.acl-long.505
2022.acl-long.312,2020.emnlp-main.5
2022.acl-long.312,W19-5321
2022.acl-long.312,2020.emnlp-main.175
2022.acl-long.312,D19-6503
2022.acl-long.312,D18-1512
2022.acl-long.312,2020.acl-main.322
2022.acl-long.312,2020.acl-main.321
2022.acl-long.312,P14-5010
2022.acl-long.312,P18-1118
2022.acl-long.312,W18-6311
2022.acl-long.312,N19-1313
2022.acl-long.312,D18-1325
2022.acl-long.312,W18-6307
2022.acl-long.312,N19-4009
2022.acl-long.312,D19-6506
2022.acl-long.312,P16-1162
2022.acl-long.312,2020.coling-main.417
2022.acl-long.312,D19-6504
2022.acl-long.312,D19-1168
2022.acl-long.312,W17-4811
2022.acl-long.312,D19-1081
2022.acl-long.312,P19-1116
2022.acl-long.312,P18-1117
2022.acl-long.312,2020.acl-main.530
2022.acl-long.312,D18-1049
2022.acl-long.312,2020.emnlp-main.81
2020.aacl-main.87,S15-2045
2020.aacl-main.87,K16-1006
2020.aacl-main.87,D19-1410
D19-5601,N19-1423
D19-5601,W17-3518
D19-5601,W18-2716
D19-5601,D16-1128
D19-5601,N19-1313
D19-5601,K16-1028
D19-5601,W19-5333
D19-5601,D14-1162
D19-5601,W18-6502
D19-5601,W19-5348
2021.eacl-main.16,N19-3002
2021.eacl-main.16,D19-1635
2021.eacl-main.16,P19-1166
2021.eacl-main.16,D19-1530
2021.eacl-main.16,P19-1160
2021.eacl-main.16,2020.coling-main.149
2021.eacl-main.16,D17-1018
2021.eacl-main.16,N19-1062
2021.eacl-main.16,N19-1063
2021.eacl-main.16,D19-1339
2021.acl-long.120,N19-1423
2021.acl-long.120,W18-5036
2021.acl-long.120,P19-1356
2021.acl-long.120,N16-1030
2021.acl-long.120,D17-1282
2021.acl-long.120,2020.acl-main.519
2021.acl-long.120,P19-1335
2021.acl-long.120,W18-5511
2021.acl-long.120,N19-1087
2021.acl-long.120,P17-1194
2021.acl-long.120,N18-1027
2021.acl-long.120,N18-1101
2021.acl-long.120,2020.emnlp-main.519
2021.acl-long.120,D19-1404
2021.emnlp-main.686,D19-1371
2021.emnlp-main.686,N19-1423
2021.emnlp-main.686,N19-1242
2021.findings-emnlp.249,P18-1015
2021.findings-emnlp.249,2020.coling-main.182
2021.findings-emnlp.249,2020.acl-main.228
2021.findings-emnlp.249,2020.emnlp-main.550
2021.findings-emnlp.249,2020.acl-main.703
2021.findings-emnlp.249,2020.findings-emnlp.217
2021.findings-emnlp.249,P18-1238
2022.acl-long.384,2020.findings-emnlp.383
2022.acl-long.384,S19-2145
2022.findings-naacl.177,D15-1075
2022.findings-naacl.177,N19-1423
2022.findings-naacl.177,N19-1246
2022.findings-naacl.177,D14-1058
2022.findings-naacl.177,D19-1243
2022.findings-naacl.177,D19-1243
2022.findings-naacl.177,2020.acl-main.602
2022.findings-naacl.177,P14-1026
2022.findings-naacl.177,P17-1003
2022.findings-naacl.177,P17-1015
2022.findings-naacl.177,2020.acl-main.441
2022.findings-naacl.177,S18-1119
2022.findings-naacl.177,D14-1162
2022.findings-naacl.177,P17-1161
2022.findings-naacl.177,D16-1264
2022.findings-naacl.177,P18-1043
2022.findings-naacl.177,N18-1059
2022.findings-naacl.177,N19-1421
2022.findings-naacl.177,P19-1363
2022.findings-naacl.177,N18-1101
2022.findings-naacl.177,2021.acl-long.420
2022.findings-naacl.177,D18-1259
2022.findings-naacl.177,D18-1259
2022.findings-naacl.177,P19-1472
2022.acl-long.416,P19-1620
2022.acl-long.416,2020.acl-main.676
2022.acl-long.416,2020.acl-main.499
2022.acl-long.416,2021.emnlp-main.696
2022.acl-long.416,2020.acl-main.12
2022.acl-long.416,2020.emnlp-main.549
2022.acl-long.416,N19-1423
2022.acl-long.416,N19-1246
2022.acl-long.416,2020.findings-emnlp.27
2022.acl-long.416,2021.findings-acl.84
2022.acl-long.416,2020.emnlp-main.86
2022.acl-long.416,2020.acl-main.89
2022.acl-long.416,2020.acl-main.86
2022.acl-long.416,2020.acl-main.210
2022.acl-long.416,2020.acl-main.398
2022.acl-long.416,2020.acl-main.761
2022.acl-long.416,2020.findings-emnlp.171
2022.acl-long.416,2021.naacl-main.99
2022.acl-long.416,2020.acl-main.703
2022.acl-long.416,2021.semeval-1.51
2022.acl-long.416,2021.naacl-main.224
2022.acl-long.416,2021.naacl-main.224
2022.acl-long.416,2021.emnlp-main.497
2022.acl-long.416,D19-1432
2022.acl-long.416,2020.emnlp-main.468
2022.acl-long.416,2021.acl-long.239
2022.acl-long.416,D19-1251
2022.acl-long.416,K19-1019
2022.acl-long.416,N18-1059
2022.acl-long.416,P19-1485
2022.acl-long.416,N19-1421
2022.acl-long.416,2021.naacl-main.53
2022.acl-long.416,2021.acl-long.241
2022.acl-long.416,D19-1534
2022.acl-long.416,2020.acl-main.754
2022.acl-long.416,D19-1286
2022.acl-long.416,N19-1271
2022.acl-long.416,2020.acl-main.745
2022.acl-long.416,D19-1375
2022.tacl-1.11,W18-5513
2022.tacl-1.11,2020.emnlp-main.263
2022.tacl-1.11,2020.acl-main.656
2022.tacl-1.11,D19-1475
2022.tacl-1.11,N18-2004
2022.tacl-1.11,D15-1075
2022.tacl-1.11,2020.semeval-1.186
2022.tacl-1.11,S17-2006
2022.tacl-1.11,2020.acl-main.408
2022.tacl-1.11,2021.acl-long.516
2022.tacl-1.11,2021.naacl-main.32
2022.tacl-1.11,2020.findings-emnlp.27
2022.tacl-1.11,S17-2082
2022.tacl-1.11,N16-1138
2022.tacl-1.11,S19-2147
2022.tacl-1.11,2021.acl-short.86
2022.tacl-1.11,2020.acl-main.210
2022.tacl-1.11,N18-2017
2022.tacl-1.11,K19-1046
2022.tacl-1.11,2020.nlpcovid19-2.11
2022.tacl-1.11,2020.acl-main.386
2022.tacl-1.11,2020.findings-emnlp.309
2022.tacl-1.11,2020.acl-main.769
2022.tacl-1.11,2021.acl-long.347
2022.tacl-1.11,2020.fever-1.2
2022.tacl-1.11,S17-2083
2022.tacl-1.11,2020.coling-main.474
2022.tacl-1.11,D19-1523
2022.tacl-1.11,W18-5526
2022.tacl-1.11,2021.acl-long.89
2022.tacl-1.11,2020.acl-main.173
2022.tacl-1.11,P19-1334
2022.tacl-1.11,P14-1095
2022.tacl-1.11,D19-1258
2022.tacl-1.11,D19-1258
2022.tacl-1.11,D19-1250
2022.tacl-1.11,S18-2023
2022.tacl-1.11,D18-1003
2022.tacl-1.11,P18-1022
2022.tacl-1.11,2020.acl-main.432
2022.tacl-1.11,D17-1317
2022.tacl-1.11,2021.acl-long.165
2022.tacl-1.11,2021.acl-long.529
2022.tacl-1.11,2021.naacl-main.52
2022.tacl-1.11,D19-1341
2022.tacl-1.11,P19-1282
2022.tacl-1.11,2020.acl-main.332
2022.tacl-1.11,2021.acl-long.425
2022.tacl-1.11,2021.eacl-main.82
2022.tacl-1.11,N18-1074
2022.tacl-1.11,W18-5501
2022.tacl-1.11,D19-6601
2022.tacl-1.11,W14-2508
2022.tacl-1.11,D15-1312
2022.tacl-1.11,P17-2102
2022.tacl-1.11,2020.emnlp-main.609
2022.tacl-1.11,P17-2067
2022.tacl-1.11,D19-1002
2022.tacl-1.11,N18-1101
2022.tacl-1.11,2020.emnlp-main.628
2022.tacl-1.11,W18-5515
2022.tacl-1.11,D19-1420
2022.tacl-1.11,P19-1040
2022.tacl-1.11,2020.acl-main.539
2022.tacl-1.11,2020.acl-main.549
2022.tacl-1.11,P19-1085
2022.tacl-1.11,D19-1216
2021.adaptnlp-1.15,N19-1423
2021.adaptnlp-1.15,W18-5439
2021.adaptnlp-1.15,D17-1030
2021.adaptnlp-1.15,P19-1402
2021.adaptnlp-1.15,W18-3407
2021.adaptnlp-1.15,P18-1002
2021.adaptnlp-1.15,N16-1030
2021.adaptnlp-1.15,D17-1010
2022.naacl-main.191,P17-1171
2022.naacl-main.191,N19-1423
2022.naacl-main.191,2021.eacl-main.316
2022.naacl-main.191,2021.emnlp-main.564
2022.naacl-main.191,2020.emnlp-main.550
2022.naacl-main.191,P19-1612
2022.naacl-main.191,2021.acl-long.353
2022.naacl-main.191,D19-1250
2022.naacl-main.191,2021.naacl-main.410
2022.naacl-main.191,2021.naacl-main.466
2022.naacl-main.191,D19-1410
2022.naacl-main.191,2021.naacl-demos.10
2022.naacl-main.191,2021.eacl-main.20
2022.naacl-main.191,2020.emnlp-main.346
2022.naacl-main.191,2021.naacl-main.398
2021.acl-long.256,2020.acl-main.656
2021.acl-long.256,D19-1475
2021.acl-long.256,2020.emnlp-main.506
2021.acl-long.256,P17-1152
2021.acl-long.256,N19-1423
2021.acl-long.256,2020.fever-1.5
2021.acl-long.256,W14-1701
2021.acl-long.256,P19-1256
2021.acl-long.256,D19-1250
2021.acl-long.256,N16-3020
2021.acl-long.256,D18-1437
2021.acl-long.256,P17-1099
2021.acl-long.256,N18-1074
2021.acl-long.256,P17-2067
2021.acl-long.256,2020.emnlp-demos.6
2021.eacl-main.82,P17-1152
2021.eacl-main.82,N18-2017
2021.eacl-main.82,N18-1101
2021.eacl-main.173,D19-1481
2021.eacl-main.173,P19-1057
2021.eacl-main.173,D18-1305
2021.eacl-main.173,N16-1070
2021.eacl-main.173,D14-1162
2021.eacl-main.173,W15-4625
2021.eacl-main.173,P14-2113
2021.eacl-main.173,N16-1017
2021.eacl-main.219,2020.ngt-1.11
2021.eacl-main.219,P16-2008
2021.eacl-main.219,W17-3207
2021.eacl-main.219,W17-3518
2021.emnlp-main.197,D14-1179
2021.emnlp-main.197,N19-1423
2021.emnlp-main.197,D19-1294
2021.emnlp-main.197,P18-2027
2021.emnlp-main.197,P17-1010
2021.emnlp-main.197,D19-1387
2021.emnlp-main.197,D15-1166
2021.emnlp-main.197,N18-1018
2021.emnlp-main.197,P18-1118
2021.emnlp-main.197,N19-1313
2021.emnlp-main.197,D18-1325
2021.emnlp-main.197,W17-4802
2021.emnlp-main.197,N15-1052
2021.emnlp-main.197,2020.acl-main.482
2021.emnlp-main.197,D19-1168
2021.emnlp-main.197,D19-1085
2021.emnlp-main.197,D18-1333
2021.emnlp-main.197,N16-1113
2021.emnlp-main.197,2020.acl-main.530
2021.emnlp-main.197,2020.acl-main.330
2021.emnlp-main.197,P15-2051
2021.emnlp-main.197,P18-1053
2021.emnlp-main.197,N19-1093
2021.emnlp-main.197,P19-1083
2021.emnlp-main.197,D18-1049
2021.emnlp-main.449,D15-1075
2021.emnlp-main.449,2020.acl-main.536
2021.emnlp-main.449,N19-1423
2021.emnlp-main.449,D19-1006
2021.emnlp-main.449,N18-2017
2021.emnlp-main.449,2020.emnlp-main.733
2021.emnlp-main.449,N19-1112
2021.emnlp-main.449,2020.repl4nlp-1.15
2021.emnlp-main.449,P19-1491
2021.emnlp-main.449,D17-1308
2021.emnlp-main.449,2020.acl-main.441
2021.emnlp-main.449,D14-1162
2021.emnlp-main.449,D16-1264
2021.emnlp-main.449,2020.emnlp-main.746
2021.emnlp-main.449,2020.emnlp-main.14
2021.emnlp-main.449,N18-1101
2021.emnlp-main.449,2020.emnlp-demos.6
2021.latechclfl-1.17,N19-1423
2021.latechclfl-1.17,N16-1180
2021.latechclfl-1.17,N19-1130
2021.findings-emnlp.110,P17-1093
2021.findings-emnlp.110,N15-1081
2021.findings-emnlp.110,W19-5951
2021.findings-emnlp.110,D16-1253
2021.findings-emnlp.110,D18-1079
2022.naacl-main.313,N19-1300
2022.naacl-main.313,D19-1606
2022.naacl-main.313,N19-1246
2022.naacl-main.313,D19-5801
2022.naacl-main.313,2020.emnlp-main.191
2022.naacl-main.313,2020.acl-main.247
2022.naacl-main.313,2021.acl-long.381
2022.naacl-main.313,N19-1237
2022.naacl-main.313,2021.findings-emnlp.292
2022.naacl-main.313,2020.emnlp-main.493
2022.naacl-main.313,2020.emnlp-main.550
2022.naacl-main.313,2020.emnlp-main.12
2022.naacl-main.313,2020.findings-emnlp.171
2022.naacl-main.313,D17-1082
2022.naacl-main.313,2021.emnlp-main.243
2022.naacl-main.313,2020.acl-main.703
2022.naacl-main.313,P19-1484
2022.naacl-main.313,D19-1317
2022.naacl-main.313,2021.acl-long.353
2022.naacl-main.313,D18-1260
2022.naacl-main.313,D16-1264
2022.naacl-main.313,2021.acl-long.239
2022.naacl-main.313,D19-1454
2022.naacl-main.313,2021.eacl-main.20
2022.naacl-main.313,2021.naacl-main.185
2022.naacl-main.313,D19-1248
2022.naacl-main.313,2020.emnlp-main.346
2022.naacl-main.313,P19-1485
2022.naacl-main.313,W17-2623
2022.naacl-main.313,2021.acl-long.251
2022.naacl-main.313,2020.emnlp-demos.6
2022.naacl-main.313,D18-1259
2022.naacl-main.313,2021.findings-acl.129
2021.acl-long.148,2020.acl-main.485
2021.acl-long.148,P19-1166
2021.acl-long.148,N19-1061
2021.acl-long.148,P16-1141
2021.acl-long.148,P19-1167
2021.acl-long.148,W14-2517
2021.acl-long.148,W17-1601
2021.acl-long.148,N19-1062
2021.acl-long.148,W17-1609
2021.acl-long.148,W19-3808
2021.acl-long.148,P19-1162
2021.acl-long.148,N19-1064
2021.acl-long.148,D18-1521
2022.findings-acl.307,D14-1059
2022.findings-acl.307,2020.findings-emnlp.148
2022.findings-acl.307,2020.semeval-1.201
2022.findings-acl.307,W18-0802
2022.findings-acl.307,N19-1423
2022.findings-acl.307,2020.emnlp-main.656
2022.findings-acl.307,2020.emnlp-main.595
2022.findings-acl.307,W17-5301
2022.findings-acl.307,W16-5618
2022.findings-acl.307,W17-3012
2022.findings-acl.307,N16-2013
2022.findings-acl.307,N19-1144
2022.findings-acl.307,S19-2010
2022.findings-acl.307,2020.semeval-1.188
2022.findings-acl.307,P18-1205
2021.acl-long.420,N19-1423
D19-1168,N18-1118
D19-1168,W17-4802
D19-1168,P16-1159
D19-1168,D17-1301
2022.acl-long.414,2020.findings-emnlp.264
2022.acl-long.414,W19-4828
2022.acl-long.414,N19-1423
2022.acl-long.414,2021.naacl-main.241
2022.acl-long.414,P17-1147
2022.acl-long.414,P19-1612
2022.acl-long.414,2021.naacl-main.237
2022.acl-long.414,2021.naacl-main.466
2022.acl-long.414,D16-1264
2022.acl-long.414,D19-1410
2022.acl-long.414,2021.findings-acl.191
2022.acl-long.414,2021.acl-long.519
2022.acl-long.414,2021.acl-long.392
D17-1220,P15-2073
D17-1220,D15-1221
D17-1220,D14-1074
P19-1045,P17-1067
P19-1045,P17-1001
2022.tacl-1.32,2021.naacl-main.278
2022.tacl-1.32,P15-1034
2022.tacl-1.32,W19-5301
2022.tacl-1.32,P17-1171
2022.tacl-1.32,W14-4012
2022.tacl-1.32,N18-1204
2022.tacl-1.32,2021.eacl-main.74
2022.tacl-1.32,D16-1032
2022.tacl-1.32,P19-1598
2022.tacl-1.32,P18-1221
2022.tacl-1.32,D19-1005
2022.tacl-1.32,D19-1250
2022.tacl-1.32,2021.naacl-main.288
2022.tacl-1.32,2021.textgraphs-1.7
2022.tacl-1.32,W18-6502
2022.tacl-1.32,D17-1197
2022.tacl-1.32,2021.naacl-main.45
2021.tacl-1.40,2020.acl-main.9
